customer_id,first_name,last_name,email,phone,gender,city,state,country,registration_date,customer_status
50,,Lee,user50@mail.com,9800393767,M,Dallas,CA,USA,2025-05-04,Inactive
51,Alice,,user51@mail.com,9516577329,F,LA,NY,USA,2025-07-12,Active
52,Bob,Smith,user52@mail.com,9563529589,M,Dallas,TX,USA,2025-10-05,Inactive
50,,Smith,user50@mail.com,9110910235,M,NYC,,USA,2025-11-22,Inactive
54,Alice,Lee,,9797973972,F,Dallas,CA,USA,2025-02-21,Inactive
55,Bob,Patel,user55@mail.com,9627312775,F,NYC,CA,USA,2024-02-22,Active
56,Bob,,user56@mail.com,9162563577,M,LA,NY,USA,2024-08-11,Active
57,Alice,Smith,user57@mail.com,9756145042,F,NYC,TX,USA,2025-04-30,Active
58,,Lee,user58@mail.com,9703908103,F,Dallas,CA,USA,2024-01-27,Inactive
59,,Smith,user59@mail.com,9242730417,M,LA,NY,USA,2024-04-28,Inactive
60,John,Smith,user60@mail.com,9607075548,M,LA,,USA,2025-03-17,Active
61,John,Lee,user61@mail.com,9928400042,M,LA,NY,USA,2024-10-12,Active
62,Alice,Lee,user62@mail.com,9556745954,F,NYC,,USA,2025-08-19,Inactive
63,John,,user63@mail.com,9130009596,F,Dallas,CA,USA,2025-08-03,Inactive
64,John,,user64@mail.com,9713114068,M,NYC,,USA,2024-06-29,Inactive
65,,Smith,user65@mail.com,9623630738,F,Dallas,NY,USA,2024-01-24,Active
66,Bob,Smith,user66@mail.com,9213410177,F,LA,TX,USA,2024-05-26,Active
67,Alice,Smith,user67@mail.com,9188931025,F,Dallas,TX,USA,2024-04-22,Inactive
68,Alice,Patel,user68@mail.com,9835272319,F,NYC,,USA,2025-04-03,Inactive
69,Bob,Smith,user69@mail.com,9843364221,F,NYC,TX,USA,2024-05-15,Active
70,Alice,Patel,user70@mail.com,9876727544,M,NYC,CA,USA,2024-11-01,Inactive
71,Bob,Patel,user71@mail.com,9806842991,F,Dallas,TX,USA,2025-04-14,Active
72,Alice,Lee,user72@mail.com,9149453354,F,NYC,,USA,2025-07-29,Inactive
73,John,,user73@mail.com,9593036425,M,NYC,,USA,2025-02-25,Active
74,John,Smith,user74@mail.com,9633517669,M,Dallas,NY,USA,2024-04-13,Inactive
75,John,Lee,,9697982652,M,NYC,,USA,2025-08-05,Inactive
66,John,Smith,user66@mail.com,9126505370,F,NYC,NY,USA,2024-05-16,Active
77,John,Patel,user77@mail.com,9238226162,M,NYC,CA,USA,2024-04-27,Active
78,,,user78@mail.com,9450981010,F,LA,CA,USA,2025-06-25,Inactive
79,Bob,Patel,user79@mail.com,9219856295,F,Dallas,NY,USA,2024-04-03,Inactive
80,John,,user80@mail.com,9450250774,F,NYC,TX,USA,2024-09-21,Inactive
81,Bob,Patel,user81@mail.com,9615043654,M,NYC,,USA,2024-05-16,Inactive
82,John,,user82@mail.com,9593678431,M,NYC,TX,USA,2024-04-28,Inactive
83,Alice,,user83@mail.com,9402983794,M,LA,TX,USA,2024-07-30,Inactive
84,,Patel,user84@mail.com,9341565340,F,NYC,TX,USA,2024-03-21,Inactive
85,Bob,,user85@mail.com,9713232472,M,LA,CA,USA,2024-10-19,Active
86,,,user86@mail.com,9476030853,M,NYC,NY,USA,2024-06-27,Inactive
87,Bob,,user87@mail.com,9947609641,M,NYC,,USA,2025-03-28,Active
88,Bob,Smith,user88@mail.com,9652154108,F,NYC,TX,USA,2025-11-14,Active
89,Alice,Patel,user89@mail.com,9492335016,M,LA,,USA,2025-06-27,Active
90,,Lee,user90@mail.com,9807263073,M,Dallas,CA,USA,2025-03-06,Active
91,Bob,,user91@mail.com,9301926436,M,Dallas,NY,USA,2025-06-24,Active
92,John,Smith,user92@mail.com,9339861816,M,NYC,NY,USA,2024-01-22,Active
93,,,user93@mail.com,9653901656,M,NYC,NY,USA,2024-03-13,Inactive
94,Alice,Lee,user94@mail.com,9635704133,M,LA,TX,USA,2025-09-04,Active
95,Bob,Patel,user95@mail.com,9936436218,M,NYC,TX,USA,2025-10-02,Inactive
96,Alice,Patel,user96@mail.com,9128858054,M,NYC,NY,USA,2025-05-13,Inactive
97,Alice,,user97@mail.com,9188205579,F,Dallas,TX,USA,2025-08-11,Inactive
98,,Patel,user98@mail.com,9529975519,M,NYC,NY,USA,2024-06-27,Inactive
99,,Lee,,9355784896,F,Dallas,TX,USA,2024-05-18,Inactive
100,,,user100@mail.com,9218428094,M,LA,CA,USA,2024-09-23,Active
101,John,,user101@mail.com,9185956371,F,Dallas,,USA,2025-01-31,Active
102,John,Lee,user102@mail.com,9243258783,F,NYC,NY,USA,2025-09-20,Inactive
103,Alice,Patel,user103@mail.com,9735311187,F,NYC,,USA,2024-04-30,Inactive
104,Alice,Lee,user104@mail.com,9145356945,M,NYC,NY,USA,2024-12-01,Inactive
105,Bob,Lee,user105@mail.com,9501295753,M,NYC,NY,USA,2024-12-13,Inactive
106,Bob,Lee,user106@mail.com,9296879453,M,LA,NY,USA,2025-04-25,Active
107,John,Lee,user107@mail.com,9494323067,F,NYC,NY,USA,2024-03-12,Active
108,Alice,Smith,user108@mail.com,9345975171,F,LA,NY,USA,2024-05-31,Inactive
109,,Smith,user109@mail.com,,F,NYC,,USA,2024-07-17,Inactive
110,,Smith,user110@mail.com,9909751604,F,Dallas,NY,USA,2024-06-09,Inactive
111,,Smith,user111@mail.com,9854438093,M,Dallas,CA,USA,2024-03-01,Inactive
112,Alice,Patel,user112@mail.com,9641408829,F,Dallas,NY,USA,2025-05-13,Active
113,Bob,,user113@mail.com,9863160668,M,LA,CA,USA,2024-12-02,Active
102,Bob,,user102@mail.com,9647149313,F,Dallas,,USA,2025-07-26,Active
115,Bob,Smith,user115@mail.com,9132354240,M,LA,NY,USA,2025-03-24,Active
116,John,,user116@mail.com,9458176060,M,Dallas,CA,USA,2024-12-22,Active
117,Bob,Patel,user117@mail.com,9910886568,M,LA,TX,USA,2024-12-15,Inactive
118,Alice,Smith,user118@mail.com,9551822217,M,NYC,,USA,2024-03-28,Inactive
119,John,Smith,user119@mail.com,9152159194,M,LA,CA,USA,2025-07-26,Active
120,Bob,Patel,user120@mail.com,9949361188,F,NYC,NY,USA,2025-09-20,Inactive
121,,,user121@mail.com,9704659224,M,Dallas,,USA,2025-01-07,Inactive
122,,Patel,user122@mail.com,9158246318,M,NYC,,USA,2025-11-09,Inactive
123,Alice,Lee,user123@mail.com,9357227957,F,Dallas,CA,USA,2025-07-08,Active
124,Alice,,user124@mail.com,9390765302,F,LA,NY,USA,2024-10-14,Active
125,Bob,,user125@mail.com,9104701714,M,LA,CA,USA,2024-12-21,Active
126,Bob,,user126@mail.com,9503558197,M,Dallas,CA,USA,2025-04-15,Active
127,Alice,Smith,user127@mail.com,9757911503,F,Dallas,,USA,2025-01-11,Inactive
128,John,Smith,user128@mail.com,9911241433,F,LA,NY,USA,2025-09-21,Inactive
129,Alice,Patel,user129@mail.com,9260729000,M,LA,CA,USA,2025-10-25,Active
130,John,Smith,user130@mail.com,9169392727,F,Dallas,NY,USA,2024-12-12,Inactive
131,Alice,Lee,user131@mail.com,9766064882,F,LA,CA,USA,2025-11-06,Active
132,Alice,,user132@mail.com,9630450746,F,LA,NY,USA,2024-03-10,Inactive
133,John,,user133@mail.com,,M,LA,NY,USA,2025-02-16,Inactive
134,Alice,Patel,user134@mail.com,9982868521,F,NYC,CA,USA,2025-09-26,Active
135,,,user135@mail.com,9550285182,F,LA,NY,USA,2024-03-31,Inactive
136,Bob,Lee,user136@mail.com,9872808593,M,NYC,NY,USA,2025-01-22,Active
137,Bob,,user137@mail.com,,M,NYC,,USA,2024-03-26,Active
129,Alice,,user129@mail.com,9847145940,M,LA,,USA,2024-08-05,Inactive
139,Alice,Lee,user139@mail.com,9234156423,M,Dallas,NY,USA,2025-01-23,Inactive
140,,Patel,user140@mail.com,9722610284,M,LA,,USA,2024-03-19,Active
141,Alice,Smith,user141@mail.com,9193748989,F,Dallas,,USA,2025-07-09,Active
137,,,user137@mail.com,9601490094,M,NYC,NY,USA,2025-01-21,Inactive
143,,Patel,user143@mail.com,9725618549,F,Dallas,TX,USA,2025-03-15,Inactive
144,Bob,,user144@mail.com,9572780811,M,Dallas,,USA,2025-09-18,Active
145,Bob,,user145@mail.com,,M,LA,,USA,2024-02-22,Inactive
146,Alice,Smith,,9551528654,M,Dallas,,USA,2025-06-07,Active
147,Bob,Smith,user147@mail.com,9601916979,F,Dallas,TX,USA,2024-10-28,Active
130,,,,9343421789,F,NYC,,USA,2025-02-10,Inactive
149,Alice,Lee,user149@mail.com,9911834207,F,NYC,TX,USA,2025-11-15,Inactive
150,John,Smith,user150@mail.com,9737337511,M,LA,CA,USA,2025-03-18,Inactive
151,John,Smith,,9675647558,M,LA,,USA,2025-09-01,Inactive
152,Alice,Smith,user152@mail.com,9544657468,F,Dallas,NY,USA,2025-04-08,Inactive
153,John,Patel,,9271754964,F,NYC,CA,USA,2025-04-21,Active
154,,Smith,user154@mail.com,9745580126,M,Dallas,CA,USA,2024-08-09,Active
155,,,user155@mail.com,9296957562,M,Dallas,,USA,2024-04-17,Active
156,Alice,,user156@mail.com,9722103555,M,LA,CA,USA,2025-03-05,Active
157,Alice,,user157@mail.com,9258521638,M,NYC,CA,USA,2025-09-07,Active
158,,Smith,user158@mail.com,9567899725,M,Dallas,CA,USA,2025-11-28,Inactive
159,Alice,Smith,user159@mail.com,9820623042,M,NYC,NY,USA,2024-11-13,Inactive
160,Bob,Patel,user160@mail.com,,F,LA,CA,USA,2025-06-08,Active
161,Bob,,user161@mail.com,9146669475,M,Dallas,NY,USA,2024-05-21,Active
162,Alice,Smith,user162@mail.com,9235478781,F,LA,TX,USA,2024-04-17,Active
163,Bob,,user163@mail.com,9800443032,F,Dallas,,USA,2024-05-23,Active
164,John,,user164@mail.com,9343695243,M,NYC,,USA,2025-03-12,Active
165,,Patel,user165@mail.com,9111587145,M,Dallas,TX,USA,2025-11-28,Active
166,Alice,,user166@mail.com,9542930337,F,Dallas,NY,USA,2024-05-15,Inactive
167,Alice,Lee,user167@mail.com,9310541708,M,Dallas,,USA,2025-07-22,Active
168,Bob,Smith,user168@mail.com,,M,Dallas,,USA,2024-02-11,Active
169,Alice,Patel,user169@mail.com,,F,LA,CA,USA,2025-11-19,Active
170,Alice,,user170@mail.com,9859246061,M,NYC,,USA,2024-05-15,Inactive
171,,,user171@mail.com,9900274990,F,Dallas,NY,USA,2024-10-30,Inactive
172,,Lee,user172@mail.com,9366130620,M,NYC,,USA,2025-11-08,Inactive
173,Alice,Patel,user173@mail.com,9443155295,F,Dallas,TX,USA,2024-12-30,Inactive
174,,Lee,user174@mail.com,9645704424,F,Dallas,CA,USA,2024-01-30,Active
175,Alice,Smith,,,M,LA,,USA,2025-07-02,Inactive
176,John,Lee,user176@mail.com,9492922805,M,NYC,CA,USA,2024-06-17,Inactive
177,Bob,Patel,user177@mail.com,,F,NYC,TX,USA,2024-09-18,Inactive
178,,Lee,user178@mail.com,9686534676,M,Dallas,NY,USA,2025-06-09,Inactive
179,John,Smith,user179@mail.com,9699970863,M,Dallas,NY,USA,2025-05-05,Active
180,Alice,Lee,user180@mail.com,9635936828,M,NYC,NY,USA,2025-09-05,Inactive
181,Alice,Smith,user181@mail.com,9983314771,M,Dallas,CA,USA,2024-07-10,Active
182,,,user182@mail.com,9384697593,M,NYC,CA,USA,2024-07-25,Active
183,John,,user183@mail.com,9269933789,M,Dallas,NY,USA,2024-01-29,Active
184,Bob,Lee,user184@mail.com,,M,NYC,,USA,2024-06-29,Inactive
185,Alice,Lee,user185@mail.com,,M,NYC,TX,USA,2025-06-06,Inactive
186,John,Lee,user186@mail.com,9991920361,M,Dallas,,USA,2025-02-03,Inactive
187,,Lee,user187@mail.com,9618466820,F,LA,NY,USA,2024-10-02,Active
184,,,user184@mail.com,9195072742,F,LA,NY,USA,2024-12-18,Inactive
189,,Patel,user189@mail.com,9153225163,F,NYC,CA,USA,2025-04-12,Inactive
190,Alice,Lee,user190@mail.com,9456827320,F,NYC,NY,USA,2024-10-10,Active
191,Bob,,user191@mail.com,9290623459,M,Dallas,NY,USA,2024-01-11,Active
192,,Smith,user192@mail.com,9883553983,M,Dallas,CA,USA,2025-08-27,Active
193,,Lee,user193@mail.com,9666057766,F,LA,,USA,2025-11-12,Active
182,Bob,,user182@mail.com,9182282129,M,Dallas,NY,USA,2025-08-21,Inactive
195,Bob,Patel,user195@mail.com,9338369148,M,NYC,NY,USA,2025-01-15,Active
196,,Lee,user196@mail.com,,M,Dallas,TX,USA,2024-03-15,Active
197,Bob,,user197@mail.com,9493299840,M,Dallas,,USA,2024-06-24,Active
198,Bob,Smith,,9774928149,F,LA,CA,USA,2025-02-22,Inactive
199,Alice,Smith,,9354663362,F,LA,,USA,2025-02-23,Active
200,John,Patel,user200@mail.com,9286072134,M,LA,NY,USA,2024-06-26,Inactive
201,Alice,Smith,user201@mail.com,9817410679,F,NYC,CA,USA,2025-04-27,Active
202,,Lee,user202@mail.com,9742079826,M,LA,NY,USA,2024-12-26,Inactive
203,Bob,Lee,user203@mail.com,9765462729,M,Dallas,,USA,2024-06-02,Active
204,John,Lee,user204@mail.com,9434716334,M,Dallas,,USA,2025-04-11,Inactive
205,Bob,Smith,user205@mail.com,9355885720,M,NYC,TX,USA,2024-02-29,Inactive
206,Alice,Patel,user206@mail.com,9521418149,F,NYC,NY,USA,2025-06-05,Active
207,Alice,Patel,user207@mail.com,9727004703,M,LA,TX,USA,2024-10-18,Inactive
208,,Patel,user208@mail.com,9709437777,M,LA,TX,USA,2024-09-21,Active
209,Bob,Patel,user209@mail.com,9972616085,F,NYC,TX,USA,2024-09-21,Active
210,Bob,,user210@mail.com,9953880950,F,NYC,TX,USA,2025-12-01,Active
211,Alice,,user211@mail.com,9342595199,M,Dallas,NY,USA,2024-09-09,Inactive
212,John,Smith,user212@mail.com,,F,LA,TX,USA,2024-08-06,Inactive
213,John,Lee,user213@mail.com,9207033387,M,LA,,USA,2025-06-22,Inactive
214,Bob,,user214@mail.com,9606805274,F,LA,TX,USA,2025-11-04,Active
215,Bob,Patel,user215@mail.com,9116672370,M,LA,,USA,2024-07-27,Inactive
216,Alice,Patel,user216@mail.com,9965951022,M,LA,NY,USA,2025-07-14,Inactive
217,Alice,Lee,user217@mail.com,9824651883,F,Dallas,NY,USA,2025-10-12,Inactive
218,John,Smith,user218@mail.com,9934360162,F,NYC,,USA,2025-01-08,Inactive
213,Bob,,user213@mail.com,9699474460,F,Dallas,NY,USA,2024-02-12,Inactive
220,Bob,Patel,user220@mail.com,9660484443,F,Dallas,,USA,2025-09-20,Inactive
221,John,,user221@mail.com,9359125131,F,LA,TX,USA,2025-03-08,Inactive
222,Bob,Smith,user222@mail.com,9205000300,M,Dallas,TX,USA,2024-09-02,Inactive
223,John,Patel,user223@mail.com,9850896924,M,LA,,USA,2025-09-27,Active
224,Bob,Lee,user224@mail.com,9553141074,M,NYC,,USA,2025-01-04,Inactive
225,,,user225@mail.com,9262504900,M,NYC,,USA,2025-02-28,Active
226,John,Lee,user226@mail.com,9353184943,F,NYC,,USA,2024-01-25,Active
207,Bob,Lee,user207@mail.com,9852633667,M,Dallas,NY,USA,2025-06-11,Active
228,Bob,Patel,user228@mail.com,9850298582,M,NYC,CA,USA,2025-05-20,Active
229,,,user229@mail.com,9621129185,M,Dallas,TX,USA,2025-01-14,Inactive
230,Alice,Lee,user230@mail.com,9453794993,F,NYC,TX,USA,2025-03-29,Active
231,,Smith,user231@mail.com,9215097079,F,LA,CA,USA,2024-12-29,Inactive
232,,,user232@mail.com,9752096985,F,Dallas,CA,USA,2024-01-04,Active
233,Bob,Patel,user233@mail.com,9324524460,M,Dallas,NY,USA,2025-07-20,Inactive
234,,Patel,user234@mail.com,9292385444,M,NYC,,USA,2024-03-11,Inactive
235,Alice,Patel,user235@mail.com,9916547410,M,NYC,,USA,2025-02-26,Active
236,,Patel,user236@mail.com,9306754528,M,LA,TX,USA,2025-10-02,Active
237,Bob,Lee,user237@mail.com,9916596681,F,NYC,CA,USA,2025-03-03,Active
222,Alice,,user222@mail.com,9138551301,F,Dallas,NY,USA,2024-03-20,Active
239,,Smith,user239@mail.com,9375971655,M,LA,TX,USA,2024-09-11,Active
240,John,Smith,user240@mail.com,9519327992,M,Dallas,TX,USA,2025-08-15,Inactive
241,John,Patel,user241@mail.com,9883876521,F,NYC,,USA,2025-08-17,Inactive
242,,,user242@mail.com,9204514635,F,Dallas,CA,USA,2025-04-15,Inactive
243,Alice,Lee,user243@mail.com,9107675050,M,Dallas,NY,USA,2024-08-27,Inactive
244,John,,user244@mail.com,9246830646,F,NYC,NY,USA,2025-11-09,Inactive
245,Bob,Lee,user245@mail.com,9563169878,M,Dallas,NY,USA,2024-04-11,Active
232,Alice,Patel,user232@mail.com,9149476927,M,Dallas,CA,USA,2024-03-29,Active
247,Bob,,user247@mail.com,9908227599,M,NYC,,USA,2025-05-27,Inactive
248,,Lee,user248@mail.com,9916165733,F,LA,CA,USA,2024-07-20,Active
249,Bob,,user249@mail.com,9746186556,F,Dallas,NY,USA,2024-07-15,Inactive
250,Alice,Smith,user250@mail.com,9204422139,M,NYC,TX,USA,2025-08-06,Inactive
251,Alice,Smith,user251@mail.com,9874022131,F,LA,TX,USA,2024-04-14,Inactive
252,,Patel,user252@mail.com,9266213118,M,NYC,,USA,2025-04-16,Active
253,John,Lee,user253@mail.com,9838593123,M,NYC,,USA,2024-02-07,Active
254,,Patel,user254@mail.com,9153443023,M,NYC,CA,USA,2025-01-24,Inactive
255,Alice,Smith,,9234048047,F,NYC,,USA,2025-07-24,Active
256,Alice,Smith,user256@mail.com,9461821569,M,Dallas,CA,USA,2025-08-21,Inactive
254,,Patel,user254@mail.com,9257026659,F,LA,,USA,2024-12-17,Inactive
258,Alice,Patel,user258@mail.com,9516714403,F,LA,,USA,2025-08-12,Active
259,Bob,Smith,user259@mail.com,9818325993,F,LA,NY,USA,2024-11-27,Inactive
260,Bob,Patel,user260@mail.com,9326560650,F,NYC,TX,USA,2025-02-18,Active
261,John,Patel,user261@mail.com,9351466518,M,NYC,CA,USA,2024-03-01,Inactive
262,,Lee,,9812309498,F,LA,CA,USA,2024-10-12,Inactive
263,Alice,,user263@mail.com,,M,NYC,TX,USA,2024-06-24,Inactive
264,Alice,Lee,user264@mail.com,9131171716,M,LA,NY,USA,2024-04-12,Active
265,John,Patel,user265@mail.com,9605904674,M,Dallas,TX,USA,2024-08-31,Inactive
266,Alice,Patel,user266@mail.com,,M,LA,TX,USA,2024-12-19,Active
267,Alice,Smith,user267@mail.com,9707248750,F,NYC,NY,USA,2024-10-26,Inactive
268,Alice,Lee,user268@mail.com,9782282196,F,NYC,TX,USA,2025-01-05,Inactive
269,Bob,,user269@mail.com,9424356366,M,NYC,NY,USA,2024-02-20,Active
270,Bob,,user270@mail.com,9185898798,M,Dallas,NY,USA,2024-10-10,Active
271,Bob,Patel,user271@mail.com,9466850156,M,Dallas,TX,USA,2024-05-22,Active
272,,Patel,user272@mail.com,9517472947,F,LA,,USA,2025-03-27,Inactive
273,John,Smith,user273@mail.com,9972365597,F,Dallas,TX,USA,2024-10-15,Active
274,Alice,Patel,user274@mail.com,9359407318,M,NYC,CA,USA,2025-11-08,Inactive
275,,Patel,user275@mail.com,9567590143,M,NYC,TX,USA,2025-10-02,Active
275,,Patel,user275@mail.com,9475580625,F,Dallas,NY,USA,2025-02-02,Inactive
277,Bob,Patel,user277@mail.com,9233071623,F,Dallas,CA,USA,2025-01-30,Active
278,Alice,Lee,user278@mail.com,9476591145,F,LA,CA,USA,2024-05-17,Inactive
279,Alice,Patel,user279@mail.com,9875645540,F,Dallas,NY,USA,2025-07-23,Active
280,Alice,Patel,user280@mail.com,9150390687,F,LA,NY,USA,2025-10-05,Active
281,Bob,,user281@mail.com,9857210232,M,NYC,TX,USA,2025-07-30,Inactive
282,,Patel,user282@mail.com,9275163121,M,LA,,USA,2024-03-11,Active
283,Alice,Patel,user283@mail.com,,F,NYC,TX,USA,2024-11-12,Inactive
284,Alice,Smith,user284@mail.com,9532002302,M,NYC,NY,USA,2025-03-07,Active
285,John,,user285@mail.com,9330158560,M,LA,NY,USA,2025-08-12,Active
286,Bob,Lee,user286@mail.com,9478928491,M,NYC,CA,USA,2024-08-02,Inactive
287,Alice,Patel,user287@mail.com,9446949011,F,NYC,TX,USA,2025-01-02,Active
288,Bob,Smith,,,M,LA,NY,USA,2024-07-10,Active
289,Alice,,user289@mail.com,9679450233,M,LA,CA,USA,2024-09-21,Inactive
290,John,Smith,user290@mail.com,9603976877,F,Dallas,TX,USA,2024-04-16,Active
291,John,Patel,user291@mail.com,9451205213,M,NYC,NY,USA,2025-06-05,Inactive
292,Alice,Lee,user292@mail.com,9842484079,M,NYC,CA,USA,2025-05-15,Inactive
293,,,user293@mail.com,9798275616,F,LA,TX,USA,2025-03-07,Inactive
294,,Smith,user294@mail.com,9810157266,M,NYC,CA,USA,2024-03-01,Inactive
295,Alice,Smith,user295@mail.com,9397705578,M,NYC,NY,USA,2024-10-04,Active
296,Bob,Patel,user296@mail.com,9465170779,F,Dallas,CA,USA,2025-06-29,Inactive
297,John,Patel,user297@mail.com,9988865501,M,LA,,USA,2025-09-11,Active
298,Bob,Patel,user298@mail.com,9705366680,M,Dallas,CA,USA,2024-11-01,Active
299,,Patel,user299@mail.com,9558310532,F,LA,NY,USA,2025-07-15,Active
300,Bob,,user300@mail.com,9814167217,F,LA,CA,USA,2025-02-13,Inactive
301,,,user301@mail.com,9341285455,M,LA,,USA,2024-04-20,Inactive
302,Alice,Lee,user302@mail.com,9344258153,M,Dallas,CA,USA,2025-02-09,Inactive
303,Bob,,user303@mail.com,9763677016,M,NYC,NY,USA,2025-06-28,Inactive
304,Bob,Lee,user304@mail.com,9381816871,F,LA,CA,USA,2025-05-27,Inactive
305,,,user305@mail.com,9320683894,M,NYC,,USA,2025-09-23,Inactive
306,Alice,,user306@mail.com,9922060588,M,Dallas,CA,USA,2024-07-28,Inactive
307,John,Lee,user307@mail.com,9919462313,M,LA,CA,USA,2024-02-02,Active
308,Alice,Smith,user308@mail.com,9725856665,M,LA,,USA,2025-06-15,Active
293,Bob,,user293@mail.com,9128579265,M,Dallas,CA,USA,2024-02-17,Active
310,,Lee,user310@mail.com,9766687521,F,NYC,,USA,2025-07-01,Inactive
311,Bob,Patel,,9568359271,M,NYC,TX,USA,2024-07-30,Active
312,Alice,Lee,user312@mail.com,9392682164,M,LA,NY,USA,2025-05-07,Active
313,,,user313@mail.com,9388701345,F,NYC,,USA,2025-01-01,Active
314,Bob,,user314@mail.com,9703609594,F,NYC,NY,USA,2024-02-27,Inactive
315,Alice,Smith,user315@mail.com,9862460729,M,NYC,CA,USA,2024-12-27,Active
316,John,Lee,user316@mail.com,9343395443,F,NYC,CA,USA,2024-01-24,Inactive
317,Bob,Patel,user317@mail.com,,M,NYC,CA,USA,2024-08-09,Inactive
318,Alice,Lee,user318@mail.com,9679580792,F,LA,CA,USA,2025-05-22,Active
319,Alice,Smith,user319@mail.com,9653477940,M,NYC,NY,USA,2025-02-13,Inactive
320,Bob,Patel,user320@mail.com,9732289762,F,Dallas,NY,USA,2025-04-15,Active
321,John,Lee,user321@mail.com,9234475324,M,Dallas,NY,USA,2024-03-06,Active
322,Alice,Lee,user322@mail.com,9601046461,M,Dallas,,USA,2025-06-17,Inactive
323,John,Smith,user323@mail.com,9416415033,F,NYC,TX,USA,2024-03-20,Active
